,sub,prolific_id,elic,p1,p2,rtime,out,cfout,cho,corr,10,trial,cond,cont1,cont2,15,16,17,rew,sess,op1,op2,ev1,ev2,catch,25,26,dist,plot,dbtime
7411,7392939566.0,,-1.0,0.6,0.4,731.0,1.0,-1.0,1.0,1.0,0.0,8.0,3.0,-1.0,-1.0,6.0,2.0,-1.0,0.0,-1.0,6.0,2.0,0.2,-0.2,-1.0,0.0,198976.0,0.0,0.0,
7412,1138883564.0,,-1.0,0.9,0.1,1695.0,-1.0,1.0,2.0,0.0,1.0,7.0,0.0,9.0,1.0,10.0,5.0,-1.0,0.0,0.0,5.0,10.0,0.8,-0.8,-1.0,1.0,474602.0,0.0,0.0,
7413,9679844530.0,,-1.0,0.7,0.3,722.0,-1.0,1.0,2.0,0.0,1.0,65.0,2.0,7.0,3.0,3.0,13.0,-1.0,16.0,0.0,13.0,3.0,0.4,-0.4,-1.0,1.0,609219.0,0.0,0.0,
7414,2683683758.0,,0.0,0.2,0.2,2641.0,1.0,-1.0,2.0,1.0,1.0,30.0,-1.0,2.0,2.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-0.6,-0.6,0.0,0.0,1000314.0,-1.0,0.0,
7415,9055610813.0,,0.0,0.3,0.0,1213.0,-1.0,1.0,2.0,0.0,1.0,10.0,-1.0,3.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.4,-1.0,0.0,0.0,299819.0,-1.0,0.0,
7416,3418277524.0,,-1.0,0.8,0.2,732.0,1.0,-1.0,1.0,1.0,1.0,42.0,1.0,8.0,2.0,15.0,13.0,1.0,13.0,0.0,13.0,15.0,0.6,-0.6,-1.0,1.0,457540.0,0.0,0.0,
7417,5110469889.0,,-1.0,0.6,0.4,1507.0,1.0,1.0,2.0,0.0,1.0,97.0,3.0,6.0,4.0,8.0,9.0,-1.0,12.0,0.0,9.0,8.0,0.2,-0.2,-1.0,1.0,962698.0,0.0,0.0,
7418,1959627339.0,,-1.0,0.6,0.4,419.0,-1.0,1.0,2.0,0.0,1.0,94.0,3.0,6.0,4.0,3.0,15.0,1.0,9.0,0.0,3.0,15.0,0.2,-0.2,-1.0,0.0,596418.0,0.0,0.0,
7419,7314120567.0,,-1.0,0.8,0.2,2278.0,1.0,-1.0,1.0,1.0,1.0,11.0,1.0,8.0,2.0,10.0,9.0,-1.0,2.0,0.0,10.0,9.0,0.6,-0.6,-1.0,0.0,444913.0,0.0,0.0,
7420,8364843592.0,,0.0,0.8,0.1,1130.0,-1.0,1.0,2.0,0.0,1.0,6.0,-1.0,8.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.6,-0.8,0.0,1.0,211530.0,-1.0,0.0,
7421,5800504404.0,,-1.0,0.8,0.2,586.0,1.0,-1.0,1.0,1.0,1.0,110.0,1.0,8.0,2.0,15.0,4.0,1.0,37.0,0.0,4.0,15.0,0.6,-0.6,-1.0,1.0,722304.0,0.0,0.0,
7422,7279099150.0,,-1.0,0.8,0.2,1009.0,-1.0,1.0,2.0,0.0,1.0,26.0,1.0,8.0,2.0,5.0,1.0,1.0,-9.0,0.0,5.0,1.0,0.6,-0.6,-1.0,0.0,637615.0,0.0,0.0,
7423,7392939566.0,,-1.0,0.9,0.1,646.0,1.0,-1.0,1.0,1.0,0.0,9.0,0.0,-1.0,-1.0,4.0,1.0,-1.0,0.0,-1.0,4.0,1.0,0.8,-0.8,-1.0,0.0,202225.0,0.0,0.0,
7424,9679844530.0,,-1.0,0.9,0.1,531.0,1.0,-1.0,1.0,1.0,1.0,66.0,0.0,9.0,1.0,10.0,6.0,-1.0,17.0,0.0,10.0,6.0,0.8,-0.8,-1.0,0.0,612445.0,0.0,0.0,
7425,1138883564.0,,-1.0,0.6,0.4,1180.0,-1.0,1.0,2.0,0.0,1.0,8.0,3.0,6.0,4.0,3.0,14.0,1.0,-1.0,0.0,3.0,14.0,0.2,-0.2,-1.0,0.0,478807.0,0.0,0.0,
7426,3418277524.0,,-1.0,0.6,0.4,478.0,-1.0,-1.0,1.0,1.0,1.0,43.0,3.0,6.0,4.0,9.0,11.0,-1.0,12.0,0.0,9.0,11.0,0.2,-0.2,-1.0,0.0,460793.0,0.0,0.0,
7427,9055610813.0,,0.0,0.6,0.3,792.0,-1.0,1.0,2.0,0.0,1.0,11.0,-1.0,6.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.2,-0.4,0.0,1.0,303547.0,-1.0,0.0,
7428,2683683758.0,,0.0,0.3,0.1,1314.0,1.0,-1.0,2.0,0.0,1.0,31.0,-1.0,3.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.4,-0.8,0.0,1.0,1005465.0,-1.0,0.0,
7429,8563077791.0,,0.0,0.6,0.4,2498.0,1.0,-1.0,1.0,1.0,1.0,5.0,-1.0,6.0,4.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.2,-0.2,1.0,0.0,227643.0,-1.0,0.0,
