,sub_id,phase,p1,p2,rtime,out,cfout,cho,corr,trial,cond,chose_right,rew,sess,op1,op2,ev1,ev2,catch,reversed
12475,8182125086.0,SP,0.9,0.0,28071.0,1.0,-1.0,20.0,0.0,5.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.8,-1.0,0.0,0.0
12476,4785418942.0,LE,0.9,0.1,856.0,-1.0,-1.0,1.0,1.0,83.0,0.0,-1.0,6.0,0.0,E,E,0.8,-0.8,-1.0,0.0
12477,6420511519.0,LE,0.9,0.1,1582.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,5.0,0.0,E,E,0.8,-0.8,-1.0,1.0
12478,3518719767.0,ES,0.7,0.8,1205.0,-1.0,-1.0,2.0,1.0,7.0,-1.0,1.0,46.0,0.0,E,S,0.4,0.6,0.0,0.0
12479,6797519189.0,LE,0.6,0.4,2060.0,-1.0,-1.0,1.0,1.0,10.0,3.0,-1.0,0.0,-1.0,E,E,0.2,-0.2,-1.0,0.0
12480,8563077791.0,ES,0.1,0.8,1223.0,1.0,-1.0,2.0,1.0,41.0,-1.0,-1.0,-16.0,0.0,E,S,-0.8,0.6,0.0,1.0
12481,65445405.0,LE,0.8,0.2,1744.0,-1.0,1.0,2.0,0.0,88.0,1.0,-1.0,5.0,0.0,E,E,0.6,-0.6,-1.0,1.0
12482,7314120567.0,ES,0.9,0.7,546.0,-1.0,1.0,2.0,0.0,79.0,-1.0,1.0,46.0,0.0,E,S,0.8,0.4,0.0,0.0
12483,5528890476.0,LE,0.9,0.1,1059.0,-1.0,1.0,2.0,0.0,82.0,0.0,1.0,21.0,0.0,E,E,0.8,-0.8,-1.0,0.0
12484,7392939566.0,ES,1.0,0.0,872.0,1.0,-1.0,1.0,1.0,21.0,-1.0,-1.0,30.0,0.0,E,S,1.0,-1.0,1.0,0.0
12485,4107326272.0,ES,0.9,0.2,954.0,1.0,-1.0,1.0,1.0,9.0,-1.0,1.0,54.0,0.0,E,S,0.8,-0.6,0.0,1.0
12486,9441882800.0,ES,0.6,0.2,1202.0,1.0,-1.0,1.0,1.0,10.0,-1.0,1.0,0.0,-1.0,E,S,0.2,-0.6,0.0,1.0
12487,8016874578.0,LE,0.7,0.3,3279.0,-1.0,-1.0,2.0,0.0,0.0,2.0,1.0,0.0,-1.0,E,E,0.4,-0.4,-1.0,0.0
12488,2905075007.0,LE,0.6,0.4,389.0,-1.0,1.0,2.0,0.0,57.0,3.0,-1.0,2.0,0.0,E,E,0.2,-0.2,-1.0,1.0
12489,7202981021.0,LE,0.8,0.2,2230.0,1.0,1.0,2.0,0.0,2.0,1.0,-1.0,1.0,0.0,E,E,0.6,-0.6,-1.0,1.0
12490,5956827432.0,LE,0.9,0.1,8733.0,1.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,-1.0,E,E,0.8,-0.8,-1.0,0.0
12491,6205914374.0,LE,0.8,0.2,2667.0,1.0,-1.0,1.0,1.0,7.0,1.0,1.0,2.0,0.0,E,E,0.6,-0.6,-1.0,1.0
12492,9273359932.0,LE,0.7,0.3,1382.0,1.0,-1.0,1.0,1.0,47.0,2.0,1.0,20.0,0.0,E,E,0.4,-0.4,-1.0,1.0
